,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000"
17449,2,8.6,2.0,1.0,1950.0,0.59
17450,3,10.5,3.0,2.0,2011.0,1.18
17451,2,10.3,2.0,1.0,1950.0,0.585
17452,4,10.3,4.0,1.0,1970.0,1.58
17455,3,14.0,3.0,1.0,1965.0,0.386
17456,2,6.4,2.0,1.0,2012.0,0.515
17457,4,5.2,4.0,2.0,1890.0,1.515
17458,3,5.2,3.0,1.0,1996.0,1.037
17460,3,4.0,3.0,2.0,1890.0,1.33
17461,3,4.0,3.0,2.0,2000.0,0.937
17462,1,4.0,1.0,1.0,2012.0,0.29
17465,3,12.1,3.0,1.0,1960.0,0.73
17466,3,12.1,3.0,1.0,1970.0,0.66
17468,3,14.7,3.0,2.0,1965.0,1.15
17469,4,14.7,4.0,2.0,2007.0,1.6
17470,3,14.8,3.0,2.0,2000.0,0.636
17471,2,7.7,2.0,1.0,1960.0,0.755
17474,2,10.1,2.0,1.0,1970.0,0.75
17475,1,10.1,1.0,1.0,1960.0,0.286
17476,2,10.1,2.0,1.0,1970.0,0.58001
17477,4,10.1,4.0,3.0,2005.0,1.25
17478,3,14.8,3.0,2.0,2010.0,0.43
17479,3,14.8,3.0,1.0,2009.0,0.36
17480,4,14.8,4.0,2.0,2008.0,0.74
17481,4,34.9,4.0,2.0,2002.0,0.647
17482,2,8.7,2.0,1.0,1970.0,0.6365
17484,3,11.7,3.0,2.0,2011.0,0.93
17489,2,6.7,2.0,1.0,1920.0,0.76
17490,2,6.7,2.0,2.0,2014.0,0.876
17493,1,2.0,1.0,1.0,1960.0,0.365
17494,3,2.0,3.0,2.0,1890.0,1.297
17500,5,23.0,4.0,2.0,1975.0,0.865
17501,4,23.0,4.0,2.0,1960.0,0.76
17502,3,23.0,3.0,1.0,1980.0,0.725
17505,4,23.0,4.0,2.0,2008.0,1.12
17510,4,24.7,4.0,2.0,1980.0,0.93
17511,3,14.8,3.0,1.0,1985.0,0.557
17513,3,14.8,3.0,1.0,1955.0,0.65
17515,3,22.2,3.0,2.0,1968.0,0.806
17520,4,12.4,4.0,3.0,1982.0,1.663
17521,4,14.3,4.0,3.0,1970.0,1.31
17523,3,14.3,3.0,2.0,1978.0,1.53
17526,2,16.1,2.0,1.0,2000.0,0.63
17528,3,8.9,3.0,1.0,1950.0,1.3
17531,5,27.0,5.0,6.0,1960.0,1.26
17533,3,18.0,3.0,1.0,2009.0,0.655
17535,1,7.2,1.0,1.0,2009.0,0.435
17536,1,7.2,1.0,1.0,1960.0,0.35
17537,3,19.6,3.0,2.0,2012.0,0.49
17540,2,19.6,2.0,1.0,2000.0,0.4175
17543,3,7.5,3.0,2.0,1960.0,1.398
17545,3,24.8,3.0,2.0,2010.0,0.664
17547,2,2.1,2.0,1.0,1930.0,0.79
17548,2,2.1,2.0,2.0,2011.0,0.83
17549,1,2.1,1.0,1.0,2011.0,0.456
17553,3,38.0,3.0,1.0,1980.0,0.565
17554,3,38.0,3.0,1.0,1960.0,0.81
17555,4,12.9,4.0,2.0,1970.0,0.749
17556,1,7.3,1.0,1.0,1950.0,0.26
17557,1,7.3,1.0,1.0,1960.0,0.33
17558,2,7.3,2.0,1.0,1960.0,0.501
17562,3,16.7,3.0,2.0,1970.0,1.07
17565,4,11.2,4.0,2.0,1950.0,0.7
17569,2,11.2,2.0,1.0,2012.0,0.4
17570,2,11.2,2.0,2.0,2011.0,0.675
17571,4,11.2,4.0,2.0,2003.0,0.656
17572,3,16.1,3.0,2.0,1980.0,0.866
17578,5,20.4,5.0,3.0,2008.0,0.8
17579,3,11.2,3.0,1.0,1950.0,0.735
17580,2,11.2,2.0,2.0,2005.0,0.595
17583,1,13.8,1.0,2.0,2012.0,0.58
17584,2,13.8,2.0,1.0,1992.0,0.771
17585,4,33.3,4.0,2.0,1989.0,0.622
17586,3,33.3,3.0,1.0,1998.0,0.4
17587,1,5.3,1.0,1.0,1960.0,0.455
17588,2,6.2,2.0,1.0,1970.0,0.615888
17595,4,16.0,4.0,2.0,2006.0,1.82
17597,5,12.3,5.0,2.0,1920.0,1.475
17599,5,7.8,5.0,3.0,1960.0,2.1
17602,2,7.8,2.0,1.0,1920.0,1.32
17603,2,14.0,2.0,1.0,1960.0,0.5755
17605,4,14.5,4.0,2.0,1975.0,0.635
17607,3,15.5,3.0,1.0,1985.0,0.62
17608,5,11.7,5.0,3.0,1970.0,1.005
17611,3,10.4,3.0,1.0,1970.0,0.7
17612,3,10.4,3.0,2.0,2002.0,0.635
17615,1,3.4,1.0,1.0,2000.0,0.39
17618,3,5.4,3.0,1.0,1930.0,1.41
17621,3,26.0,3.0,1.0,1957.0,0.811
17624,3,16.3,3.0,2.0,1975.0,0.7105
17625,3,16.3,3.0,1.0,1950.0,0.752
17626,3,16.3,3.0,1.0,1970.0,0.622
17629,3,6.4,3.0,2.0,2016.0,0.65
17630,2,6.4,2.0,2.0,2017.0,0.435
17632,1,5.9,1.0,1.0,1970.0,0.338
17634,4,4.3,4.0,1.0,1920.0,1.34
17636,3,17.4,3.0,1.0,1970.0,0.45
17637,3,17.4,3.0,1.0,1992.0,0.44
17640,4,31.7,4.0,2.0,1970.0,0.55
17641,3,31.7,3.0,2.0,1980.0,0.3735
17643,2,29.8,2.0,1.0,1990.0,0.2805
17644,2,20.0,2.0,1.0,1972.0,0.64
17646,3,20.0,3.0,1.0,1989.0,0.94
17651,3,17.9,3.0,2.0,1970.0,0.705
17652,4,17.9,4.0,2.0,1990.0,0.79
17654,5,17.9,5.0,3.0,1970.0,0.7045
17655,4,17.9,4.0,2.0,1970.0,0.55
17656,5,17.9,5.0,3.0,1990.0,0.598
17657,3,17.9,3.0,1.0,1992.0,0.592
17658,3,17.9,3.0,1.0,1977.0,0.602
17661,2,17.2,2.0,1.0,2006.0,0.48
17662,4,28.8,4.0,2.0,1980.0,0.735
17665,4,6.2,4.0,1.0,1925.0,1.27
17666,3,26.5,3.0,2.0,1976.0,0.65
17669,4,21.5,4.0,2.0,2007.0,1.4
17670,3,21.5,3.0,2.0,2007.0,1.627
17675,3,14.2,3.0,1.0,1960.0,1.85
17679,4,10.1,4.0,2.0,1915.0,1.82
17685,2,1.8,2.0,2.0,2008.0,0.785
17689,2,15.4,2.0,1.0,1970.0,0.676
17690,3,15.4,3.0,1.0,1960.0,1.002
17691,4,15.4,4.0,3.0,2011.0,1.175
17693,3,12.3,3.0,2.0,1960.0,1.365
17695,3,12.3,3.0,2.0,2006.0,0.875
17698,4,15.5,4.0,2.0,2000.0,0.774
17702,1,11.4,1.0,1.0,1960.0,0.327
17703,4,11.4,4.0,2.0,1920.0,1.9
17704,4,21.5,4.0,2.0,2010.0,2.185
17709,3,8.5,3.0,2.0,2012.0,1.21
17716,2,4.6,2.0,2.0,2003.0,1.003
17721,3,12.0,3.0,1.0,1940.0,0.925
17726,1,12.0,1.0,1.0,1950.0,0.351
17731,3,12.0,3.0,1.0,1960.0,0.69
17734,2,2.4,2.0,1.0,1970.0,0.63
17739,4,19.9,4.0,2.0,2002.0,1.725
17740,2,19.9,2.0,1.0,2005.0,0.633
17742,4,21.3,4.0,1.0,1950.0,1.09
17745,4,23.5,4.0,2.0,1980.0,0.936
17746,3,23.5,3.0,2.0,2001.0,0.86
17748,4,15.2,4.0,3.0,2017.0,0.85
17751,3,15.5,3.0,2.0,1990.0,0.64
17752,4,35.4,4.0,2.0,1969.0,0.8
17754,3,1.9,3.0,2.0,1998.0,1.72
17755,3,20.5,3.0,2.0,2005.0,0.69
17756,4,20.5,4.0,2.0,2004.0,0.875
17757,3,20.5,3.0,2.0,2011.0,0.42
17758,4,20.5,4.0,2.0,2005.0,0.6775
17759,2,2.7,2.0,1.0,1972.0,0.6
17760,2,2.7,2.0,1.0,2003.0,0.7625
17761,4,2.7,4.0,2.0,1880.0,1.8555
17763,2,6.2,2.0,1.0,1900.0,0.802
17766,4,14.0,4.0,1.0,1970.0,0.631
17768,3,14.0,3.0,1.0,1960.0,0.582
17771,1,5.0,1.0,1.0,2000.0,0.468
17772,1,5.0,1.0,1.0,2009.0,0.47
17773,4,8.2,4.0,2.0,2005.0,1.14
17774,3,8.2,3.0,2.0,1970.0,0.75
17777,4,31.7,4.0,2.0,1986.0,0.41
17778,4,31.7,4.0,2.0,1960.0,0.5125
17779,3,10.5,3.0,1.0,1950.0,0.8305
17783,3,10.5,3.0,1.0,1974.0,0.551
17784,3,10.5,3.0,1.0,1970.0,0.45
17788,4,18.4,4.0,2.0,2012.0,0.586
17789,4,18.4,4.0,2.0,2008.0,0.496
17791,4,15.5,4.0,3.0,1985.0,1.635
17794,3,12.4,3.0,2.0,1970.0,1.138
17795,3,27.0,3.0,1.0,1960.0,0.477
17796,3,15.3,3.0,1.0,1975.0,0.605
17797,3,15.3,3.0,1.0,1970.0,0.61
17798,3,15.3,3.0,1.0,1975.0,0.58
17799,1,7.0,1.0,1.0,1970.0,0.415
17800,2,7.0,2.0,1.0,1960.0,0.905
17802,1,4.1,1.0,1.0,1970.0,0.577
17803,3,18.4,3.0,2.0,2010.0,0.451
17805,4,12.9,4.0,2.0,1999.0,0.895
17806,4,12.9,4.0,1.0,1975.0,0.586
17808,3,14.7,3.0,1.0,2000.0,0.57
17809,3,14.7,3.0,2.0,2012.0,0.778
17810,4,14.7,4.0,2.0,1997.0,1.055
17812,4,14.7,4.0,2.0,2000.0,0.514
17814,3,14.7,3.0,2.0,1980.0,0.529
17815,3,14.7,3.0,1.0,1960.0,0.484
17817,2,3.1,2.0,1.0,1996.0,0.67
17818,2,3.1,2.0,1.0,2007.0,0.51
17819,3,16.5,3.0,1.0,1970.0,0.41
17828,1,4.6,1.0,1.0,1960.0,0.41
17831,4,27.2,4.0,2.0,2008.0,0.478
17834,3,6.3,3.0,1.0,1900.0,1.285
17836,3,3.0,3.0,1.0,1880.0,1.635
17848,3,11.0,3.0,1.0,1970.0,1.225
17851,3,11.0,3.0,2.0,2005.0,0.767
17852,4,15.5,4.0,2.0,1989.0,0.81
17854,2,6.3,2.0,1.0,1925.0,1.48
17856,2,6.3,2.0,2.0,2006.0,0.821
17860,4,10.2,4.0,3.0,2012.0,1.52
17861,3,10.2,3.0,2.0,1940.0,2.2995
17871,4,9.7,4.0,2.0,1955.0,1.46
17880,4,11.4,4.0,2.0,2014.0,1.7
17881,4,11.4,4.0,3.0,2014.0,1.28
17883,4,11.4,4.0,3.0,2013.0,1.75
17892,3,13.4,3.0,1.0,1957.0,1.1
17894,4,13.4,4.0,2.0,1965.0,1.25
17901,2,10.9,2.0,2.0,2012.0,0.73
17902,3,16.1,3.0,1.0,1962.0,0.83
17907,4,10.5,4.0,2.0,1908.0,2.21
17917,3,10.3,3.0,1.0,1920.0,1.68
17918,2,10.3,2.0,1.0,1970.0,0.89
17920,3,14.0,3.0,1.0,1960.0,0.632
17921,3,5.2,3.0,1.0,1910.0,1.31
17924,4,5.2,4.0,2.0,1997.0,1.5
17927,4,10.8,4.0,3.0,1998.0,1.751
17931,4,12.1,4.0,2.0,1990.0,0.685
17933,4,12.1,4.0,1.0,1980.0,0.725
17934,2,12.1,2.0,1.0,1995.0,0.505
17938,4,12.1,4.0,2.0,2000.0,1.253
17943,4,10.4,4.0,2.0,1950.0,1.39
17958,4,14.8,4.0,2.0,2012.0,0.87
17960,3,34.9,3.0,2.0,1988.0,0.5525
17962,4,7.8,4.0,2.0,1900.0,1.925
17963,4,11.7,4.0,2.0,1960.0,0.995
17964,5,11.7,5.0,2.0,2000.0,1.31
17965,3,17.9,3.0,2.0,1960.0,1.275
17966,4,17.9,4.0,2.0,1960.0,1.2
17967,3,17.9,3.0,2.0,1950.0,1.095
17969,4,17.5,4.0,2.0,1950.0,1.241
17970,4,16.7,4.0,1.0,1960.0,1.25
17971,3,16.7,3.0,1.0,1970.0,0.7295
17975,2,2.0,2.0,1.0,1975.0,0.56
17977,4,20.6,4.0,2.0,2012.0,0.565
17978,4,20.6,4.0,2.0,2001.0,0.615
17980,4,20.6,4.0,2.0,2010.0,0.548
17982,3,20.6,3.0,2.0,1995.0,0.716
17983,4,20.6,4.0,2.0,2014.0,0.6675
17987,3,23.0,3.0,2.0,2007.0,0.73
17992,3,23.0,3.0,2.0,1960.0,0.766
17993,2,24.7,2.0,1.0,1990.0,0.37
17995,4,7.9,4.0,2.0,1995.0,1.68
17997,3,18.0,3.0,2.0,1990.0,0.475
17998,4,21.8,4.0,3.0,2012.0,0.898
17999,3,21.8,3.0,2.0,1980.0,0.815
18000,6,27.7,6.0,3.0,1980.0,0.615
18007,5,16.1,5.0,3.0,1980.0,1.328
18008,2,1.3,2.0,2.0,2001.0,1.3
18010,3,18.0,3.0,2.0,1970.0,0.83
18011,4,18.0,4.0,2.0,1980.0,0.762
18013,3,18.0,3.0,2.0,1980.0,0.9
18016,3,7.2,3.0,2.0,2008.0,1.225
18018,2,7.2,2.0,1.0,1970.0,0.52
18019,4,19.6,4.0,2.0,2011.0,0.55
18021,3,19.6,3.0,1.0,1980.0,0.556
18024,4,7.5,4.0,2.0,1930.0,2.165
18027,5,7.5,5.0,3.0,1930.0,2.05
18028,4,7.5,4.0,2.0,1940.0,1.5
18038,1,2.1,1.0,1.0,2011.0,0.545
18042,3,3.6,3.0,1.0,1900.0,1.705
18044,3,3.4,3.0,1.0,1900.0,1.22
18045,2,5.1,2.0,1.0,2015.0,0.455
18046,2,5.1,2.0,2.0,2000.0,0.575
18047,1,15.4,1.0,1.0,1970.0,0.36
18051,3,38.0,3.0,1.0,1968.0,0.85
18052,3,45.9,3.0,2.0,1988.0,0.775
18053,3,12.9,3.0,1.0,1980.0,0.629
18054,3,12.9,3.0,1.0,1970.0,0.4525
18057,1,7.3,1.0,1.0,1960.0,0.32
18060,4,7.3,4.0,3.0,2016.0,2.165
18063,2,7.3,2.0,1.0,1960.0,0.851
18065,3,16.7,3.0,2.0,1972.0,1.311
18068,2,11.2,2.0,1.0,1995.0,0.565
18069,3,11.2,3.0,1.0,1960.0,0.77
18071,3,16.1,3.0,1.0,1993.0,0.714
18072,3,16.1,3.0,2.0,1980.0,0.815
18077,3,13.8,3.0,1.0,1950.0,1.345
18079,1,5.3,1.0,1.0,2004.0,0.42
18080,2,5.3,2.0,1.0,1890.0,1.857
18083,3,5.3,3.0,3.0,1997.0,1.5
18084,3,5.3,3.0,1.0,1930.0,1.425
18085,3,5.3,3.0,2.0,1990.0,1.91
18086,3,5.3,3.0,2.0,1975.0,1.485
18087,1,6.2,1.0,1.0,1960.0,0.505
18092,3,21.3,3.0,1.0,1961.0,1.04
18093,3,21.3,3.0,2.0,1965.0,0.912
18094,2,8.9,2.0,1.0,1998.0,0.45
18098,4,8.8,4.0,2.0,1930.0,1.645
18101,3,8.8,3.0,1.0,1940.0,0.81
18106,2,16.0,2.0,1.0,1970.0,0.6775
18107,4,18.0,4.0,2.0,2002.0,0.58
18113,4,12.3,4.0,2.0,1900.0,1.57
18114,5,26.1,5.0,2.0,1985.0,0.79
18118,3,14.0,3.0,1.0,1950.0,0.55
18123,3,3.4,3.0,2.0,1940.0,1.225
18125,3,5.4,3.0,1.0,1960.0,1.51
18128,3,5.4,3.0,2.0,1977.0,1.007
18131,2,5.4,2.0,2.0,1950.0,0.86
18136,3,6.4,3.0,1.0,1970.0,0.57
18137,3,6.4,3.0,1.0,1936.0,0.9
18138,4,31.7,4.0,1.0,2000.0,0.345
18141,3,16.3,3.0,2.0,2014.0,0.463
18148,2,6.4,2.0,2.0,2015.0,0.6425
18149,3,6.4,3.0,2.0,2010.0,0.798
18151,3,6.4,3.0,2.0,2011.0,0.71
18154,3,5.9,3.0,1.0,1880.0,1.65
18155,3,5.9,3.0,2.0,2007.0,2.02
18160,3,4.3,3.0,2.0,1997.0,1.2
18161,3,4.3,3.0,2.0,2012.0,0.94
18164,2,11.4,2.0,1.0,1940.0,1.2
18168,4,31.7,4.0,2.0,2005.0,0.6
18172,4,20.0,4.0,2.0,2010.0,2.025
18173,4,25.9,4.0,2.0,2012.0,0.63
18179,3,16.2,3.0,2.0,1960.0,0.8811
18181,3,6.2,3.0,2.0,1920.0,1.225
18183,4,21.5,4.0,2.0,1950.0,1.8
18185,3,14.2,3.0,2.0,2000.0,0.9
18192,3,6.2,3.0,2.0,2005.0,0.73
18193,3,6.2,3.0,2.0,2017.0,1.195
18196,2,6.2,2.0,1.0,1990.0,0.6
18197,3,10.4,3.0,2.0,2016.0,1.23
18201,2,1.8,2.0,1.0,1983.0,0.45
18212,4,12.3,4.0,2.0,1970.0,1.415
18213,2,15.5,2.0,1.0,1980.0,0.601
18216,1,11.4,1.0,1.0,2009.0,0.37
18220,3,8.5,3.0,2.0,2014.0,0.9
18225,1,8.5,1.0,1.0,1970.0,0.2575
18226,1,8.5,1.0,1.0,1970.0,0.2575
18227,3,8.5,3.0,2.0,2017.0,1.114
18229,3,14.7,3.0,2.0,2014.0,0.52
18230,4,14.7,4.0,2.0,2006.0,0.715
18232,2,3.5,2.0,2.0,2000.0,1.48
18234,2,3.5,2.0,2.0,2013.0,0.76
18236,2,4.6,2.0,1.0,1910.0,1.25
18237,1,4.6,1.0,1.0,1960.0,0.4
18243,2,4.6,2.0,1.0,2000.0,0.626
18247,4,8.4,4.0,1.0,1940.0,1.148
18252,3,12.0,3.0,1.0,1960.0,0.935
18253,3,12.0,3.0,2.0,1950.0,0.51
18258,4,12.0,4.0,2.0,1995.0,0.755
18260,1,12.0,1.0,1.0,1970.0,0.325
18262,4,12.0,4.0,2.0,1940.0,1.2
18271,3,19.9,3.0,2.0,2005.0,0.8
18276,5,8.9,5.0,3.0,1975.0,1.17
18280,5,15.2,5.0,3.0,2012.0,2.255
18281,3,22.2,3.0,2.0,1981.0,0.87
18285,4,1.9,4.0,3.0,1900.0,1.8
18290,4,20.5,4.0,2.0,2008.0,0.485
18291,2,2.7,2.0,2.0,1930.0,1.35
18294,1,2.7,1.0,1.0,1960.0,0.41
18306,2,5.0,2.0,1.0,1950.0,0.701
18307,4,5.0,4.0,2.0,1910.0,1.6
18309,7,8.2,7.0,3.0,1999.0,2.0
18310,4,8.2,4.0,3.0,1955.0,1.61
18314,3,10.5,3.0,2.0,1950.0,0.7
18317,2,10.5,2.0,1.0,1940.0,0.615
18325,4,18.4,4.0,2.0,2010.0,0.505
18326,4,18.4,4.0,2.0,2009.0,0.56
18329,4,15.5,4.0,2.0,1980.0,1.205
18330,5,15.5,5.0,3.0,1990.0,1.75
18331,4,15.5,4.0,2.0,1980.0,1.35
18332,5,15.5,5.0,3.0,1995.0,2.3
18336,5,12.4,5.0,2.0,1975.0,1.41
18341,3,15.3,3.0,2.0,1980.0,0.67
18343,3,4.1,3.0,2.0,1930.0,1.86
18344,3,4.1,3.0,2.0,1975.0,1.4
18345,3,4.1,3.0,2.0,1940.0,1.35
18349,4,17.2,4.0,2.0,1978.0,0.98
18358,4,14.7,4.0,1.0,1983.0,0.455
18361,3,14.7,3.0,1.0,1980.0,0.455
18363,4,6.4,4.0,2.0,1945.0,1.276
18364,3,16.5,3.0,2.0,1980.0,0.7
18368,4,16.7,4.0,2.0,1971.0,1.157
18369,5,16.7,5.0,2.0,1970.0,1.1
18375,4,27.2,4.0,2.0,2005.0,0.5
18376,4,6.3,4.0,3.0,2012.0,1.142
18379,2,6.3,2.0,1.0,2013.0,0.78
18386,4,11.0,4.0,2.0,1985.0,0.935
18387,3,11.0,3.0,2.0,2014.0,0.815
18388,3,15.5,3.0,1.0,1990.0,0.4405
18391,3,9.4,3.0,1.0,1965.0,0.4515
18392,3,4.3,3.0,2.0,2005.0,0.825
18393,2,4.3,2.0,1.0,1960.0,0.4255
18394,2,4.3,2.0,2.0,1910.0,0.92
18396,3,4.3,3.0,1.0,1900.0,1.306
18397,2,4.3,2.0,1.0,1972.0,0.566
18398,3,10.2,3.0,1.0,1965.0,1.42
18400,3,21.5,3.0,2.0,2006.0,0.805
18401,4,9.5,4.0,2.0,1975.0,0.934
18403,3,7.9,3.0,2.0,1970.0,2.33
18404,3,9.7,3.0,2.0,1995.0,1.721
18407,3,23.2,3.0,2.0,1980.0,0.762
18414,3,13.4,3.0,1.0,1950.0,1.07
18420,2,13.4,2.0,1.0,1940.0,0.706
18422,3,25.0,3.0,2.0,1980.0,0.785
18423,4,25.0,4.0,2.0,1970.0,0.95
18426,1,10.5,1.0,1.0,1960.0,0.29
18429,3,14.0,3.0,1.0,1965.0,0.5705
18431,4,14.0,4.0,2.0,1960.0,0.631
18432,2,6.4,2.0,1.0,2000.0,0.3721
18433,4,5.2,4.0,2.0,1920.0,1.35
18436,2,4.0,2.0,2.0,2013.0,0.7025
18437,1,5.2,1.0,1.0,1970.0,0.275
18438,2,5.2,2.0,1.0,1950.0,0.835
18443,10,12.1,10.0,3.0,2006.0,0.9
18444,3,12.1,3.0,1.0,1968.0,0.71
18450,3,10.1,3.0,2.0,1920.0,1.84
18451,2,10.1,2.0,1.0,1960.0,0.43
18453,2,31.2,2.0,1.0,1980.0,0.495
18454,2,34.9,2.0,2.0,2009.0,0.4035
18456,1,7.8,1.0,1.0,1975.0,0.361
18457,3,11.7,3.0,2.0,2000.0,0.96
18465,3,6.7,3.0,1.0,1920.0,0.9
18466,1,2.0,1.0,1.0,1960.0,0.365
18468,2,20.6,2.0,1.0,2013.0,0.31
18471,3,23.0,3.0,1.0,1950.0,0.662
18472,3,23.0,3.0,1.0,1950.0,0.6255
18473,3,14.0,3.0,1.0,1970.0,0.459
18483,3,18.0,3.0,2.0,1995.0,0.56
18485,3,22.2,3.0,2.0,1998.0,0.802
18486,3,22.2,3.0,2.0,1980.0,0.8
18487,4,22.2,4.0,2.0,1975.0,0.854
18491,3,16.1,3.0,2.0,2007.0,0.92
18492,3,16.1,3.0,1.0,1960.0,0.904
18493,3,28.8,3.0,1.0,1955.0,0.5
18494,3,8.9,3.0,1.0,1955.0,1.44
18497,4,18.0,4.0,3.0,1974.0,1.054
18498,4,28.5,4.0,2.0,1980.0,0.625
18499,3,19.6,3.0,1.0,1970.0,0.6
18502,3,19.6,3.0,2.0,2012.0,0.63
18503,4,19.6,4.0,3.0,2009.0,1.012
18504,4,19.6,4.0,2.0,1985.0,0.565
18505,2,7.5,2.0,1.0,1980.0,0.5025
18509,3,7.5,3.0,2.0,1950.0,1.41
18511,4,24.8,4.0,2.0,1960.0,0.748888
18512,4,24.8,4.0,2.0,1985.0,0.85
18514,1,2.1,1.0,1.0,2013.0,0.49
18520,2,5.1,2.0,1.0,1970.0,0.395
18521,2,5.1,2.0,1.0,1910.0,0.991
18524,4,15.4,4.0,2.0,2010.0,0.945
18525,2,15.4,2.0,1.0,1970.0,1.02
18529,3,38.0,3.0,1.0,1984.0,0.506
18530,4,38.0,4.0,1.0,1960.0,0.755
18532,3,45.9,3.0,1.0,1950.0,0.426
18534,2,7.3,2.0,1.0,1960.0,0.54
18536,2,16.7,2.0,1.0,1990.0,0.96
18537,5,16.7,5.0,2.0,1960.0,1.1165
18540,2,16.1,2.0,1.0,1985.0,0.61
18542,2,16.1,2.0,1.0,1965.0,0.585
18543,3,16.1,3.0,3.0,1973.0,0.8
18544,4,16.1,4.0,2.0,1960.0,0.8
18546,3,16.1,3.0,2.0,1970.0,0.896
18552,2,5.3,2.0,1.0,1980.0,0.67
18553,2,5.3,2.0,1.0,2014.0,0.6
18555,3,5.3,3.0,2.0,2000.0,1.15
18556,3,5.3,3.0,2.0,1999.0,1.1
18560,2,21.3,2.0,1.0,1980.0,0.525
18562,2,8.8,2.0,1.0,2013.0,0.65
18563,2,8.8,2.0,1.0,1955.0,0.58
18565,4,18.0,4.0,2.0,1999.0,0.6
18567,3,18.4,3.0,2.0,1972.0,0.5365
18569,3,18.4,3.0,1.0,1975.0,0.557
18575,4,15.5,4.0,2.0,2000.0,0.705
18576,4,15.5,4.0,2.0,1980.0,0.59
18577,3,11.7,3.0,2.0,1960.0,0.92
18578,4,11.7,4.0,4.0,2011.0,1.1
18579,3,11.7,3.0,1.0,1970.0,0.84
18580,3,11.7,3.0,1.0,1960.0,0.86
18582,2,3.4,2.0,2.0,1998.0,0.535
18583,3,5.4,3.0,2.0,1960.0,1.08
18585,4,25.2,4.0,1.0,1975.0,0.575
18595,3,6.4,3.0,1.0,1940.0,0.93
18596,2,6.4,2.0,2.0,2013.0,0.65
18597,3,6.4,3.0,2.0,2000.0,0.702
18599,2,5.9,2.0,1.0,1999.0,0.575
18600,2,4.3,2.0,1.0,2009.0,0.675
18601,2,4.3,2.0,1.0,2003.0,0.44
18602,3,17.4,3.0,1.0,1960.0,0.52
18605,3,17.4,3.0,1.0,1985.0,0.52
18606,4,17.4,4.0,3.0,1985.0,0.515
18608,2,0.0,2.0,1.0,2011.0,0.387
18610,3,29.8,3.0,1.0,1975.0,0.336
18611,4,29.8,4.0,2.0,1975.0,0.426
18614,4,20.6,4.0,2.0,2015.0,0.61
18615,3,17.9,3.0,1.0,1980.0,0.7755
18616,3,17.9,3.0,2.0,1982.0,0.726
18617,4,17.9,4.0,1.0,1985.0,0.71
18619,3,16.2,3.0,2.0,2010.0,0.82
18621,3,16.2,3.0,2.0,1980.0,1.301
18622,2,6.2,2.0,1.0,1900.0,0.951
18623,4,6.2,4.0,2.0,1890.0,1.425
18624,3,14.3,3.0,2.0,1985.0,0.935
18634,5,14.2,5.0,5.0,2016.0,2.248
18635,3,14.2,3.0,1.0,1960.0,1.26
18638,5,18.8,5.0,2.0,1965.0,0.96
18643,3,10.1,3.0,2.0,1994.0,0.956
18645,3,34.1,3.0,2.0,1990.0,0.605
18648,4,10.4,4.0,1.0,1970.0,0.95
18653,2,1.8,2.0,1.0,2004.0,0.541
18655,3,5.3,3.0,2.0,1920.0,1.3075
18656,3,5.3,3.0,1.0,1940.0,1.1
18658,3,5.3,3.0,1.0,1950.0,1.8
18660,4,16.7,4.0,3.0,1970.0,1.211
18665,4,12.3,4.0,2.0,1950.0,1.61
18667,2,12.3,2.0,1.0,1970.0,1.15
18668,4,43.3,4.0,2.0,2015.0,0.559
18672,4,47.3,4.0,2.0,2005.0,0.435
18673,3,21.5,3.0,2.0,2013.0,1.19
18675,1,21.5,1.0,1.0,2007.0,0.50375
18681,4,14.7,4.0,2.0,2012.0,0.69
18682,4,14.7,4.0,2.0,2006.0,0.596
18683,4,14.7,4.0,2.0,2012.0,0.698
18687,2,4.6,2.0,1.0,1960.0,0.5
18695,2,12.0,2.0,1.0,1970.0,0.652
18696,3,12.0,3.0,1.0,1970.0,0.953
18697,2,12.0,2.0,1.0,2012.0,0.468
18698,2,12.0,2.0,2.0,2013.0,0.71
18703,2,12.0,2.0,1.0,2015.0,0.502
18708,2,2.4,2.0,2.0,2008.0,0.8
18710,3,21.3,3.0,1.0,1989.0,0.71
18714,3,23.5,3.0,2.0,1984.0,0.735
18716,3,23.5,3.0,2.0,2003.0,0.755
18717,3,20.6,3.0,2.0,1994.0,0.537
18718,2,35.4,2.0,1.0,1970.0,0.386
18719,4,35.4,4.0,2.0,1980.0,0.763
18721,4,35.4,4.0,2.0,1970.0,0.768
18724,2,20.5,2.0,1.0,1999.0,0.345
18725,2,2.7,2.0,1.0,2005.0,0.666
18727,1,2.7,1.0,1.0,1960.0,0.4015
18731,2,14.0,2.0,1.0,1975.0,0.61
18733,3,14.0,3.0,1.0,1965.0,0.55
18734,4,14.0,4.0,2.0,1950.0,0.52
18738,2,5.0,2.0,1.0,1950.0,0.47
18743,3,10.5,3.0,1.0,1910.0,0.86
18744,3,10.5,3.0,1.0,1985.0,0.532
18752,4,15.5,4.0,3.0,1990.0,0.853
18760,1,7.0,1.0,1.0,1970.0,0.328
18761,2,4.1,2.0,2.0,1990.0,1.14
18763,2,4.3,2.0,1.0,2012.0,0.3415
18764,2,12.9,2.0,1.0,1960.0,0.47
